Date,Fund Type,Local Recipient,Recipient,Source,Land Category,State,County,FIPS Code,Revenue Type,Disbursement
08/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Other Distributions,-1948.50
08/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Rents & Bonuses,-649.5
08/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Royalties,11443.83
08/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Royalties,363370.55
08/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Other Distributions,290.7
08/01/2020,State,State,State and local governments,Onshore,Onshore,Michigan,"","",Sequestration,-301.75
08/01/2020,State,State,State and local governments,Onshore,Onshore,Michigan,"","",Royalties,-104.37
08/01/2020,State,State,State and local governments,Onshore,Onshore,Michigan,"","",Royalties,483.32
08/01/2020,State,State,State and local governments,Onshore,Onshore,Michigan,"","",Other Distributions,-122.69
08/01/2020,State,State,State and local governments,Onshore,Onshore,Michigan,"","",Royalties,4858.11
08/01/2020,State,State,State and local governments,Onshore,Onshore,Illinois,"","",Sequestration,-30.28
08/01/2020,State,State,State and local governments,Onshore,Onshore,Illinois,"","",Royalties,513.22
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Alabama,"","",Other Distributions,-70.13
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Alabama,"","",Royalties,-105984.14
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Alabama,"","",Royalties,445.9
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Alabama,"","",Other Distributions,11950.13
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Alabama,"","",Royalties,93658.24
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Alaska,"","",Royalties,51085.67
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Alaska,"","",Rents & Bonuses,16449.34
08/01/2020,State,State,State and local governments,Onshore,Onshore,Alaska,"","",Sequestration,-43652.09
08/01/2020,State,State,State and local governments,Onshore,Onshore,Alaska,"","",Royalties,-8844.71
08/01/2020,State,State,State and local governments,Onshore,Onshore,Alaska,"","",Royalties,345042.44
08/01/2020,State,State,State and local governments,Onshore,Onshore,Alaska,"","",Other Distributions,8104.97
08/01/2020,State,State,State and local governments,Onshore,Onshore,Alaska,"","",Other Distributions,5557.03
08/01/2020,State,State,State and local governments,Onshore,Onshore,Alaska,"","",Rents & Bonuses,2466.49
08/01/2020,State,State,State and local governments,Onshore,Onshore,Alaska,"","",Royalties,387539.72
08/01/2020,State,State,State and local governments,Onshore,Onshore,Louisiana,"","",Sequestration,-6258.32
08/01/2020,State,State,State and local governments,Onshore,Onshore,Louisiana,"","",Royalties,-1751.86
08/01/2020,State,State,State and local governments,Onshore,Onshore,Louisiana,"","",Royalties,40858.72
08/01/2020,State,State,State and local governments,Onshore,Onshore,Louisiana,"","",Other Distributions,1139.24
08/01/2020,State,State,State and local governments,Onshore,Onshore,Louisiana,"","",Rents & Bonuses,18616.00
08/01/2020,State,State,State and local governments,Onshore,Onshore,Louisiana,"","",Royalties,47211.11
08/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Sequestration,-90261.73
08/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Royalties,-26824.68
08/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Other Distributions,13.81
08/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Royalties,18334.85
08/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Other Distributions,2.54
08/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Rents & Bonuses,240
08/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Royalties,1337591.20
08/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Other Distributions,-21741.82
08/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Rents & Bonuses,4012.50
08/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Royalties,218231.53
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Other Distributions,-16.02
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Royalties,-27609.05
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Other Distributions,-261.4
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Royalties,57719.55
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Other Distributions,-746.89
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Royalties,-29086.19
08/01/2020,State,State,State and local governments,Onshore,Onshore,West Virginia,"","",Sequestration,-1283.55
08/01/2020,State,State,State and local governments,Onshore,Onshore,West Virginia,"","",Other Distributions,21552.09
08/01/2020,State,State,State and local governments,Onshore,Onshore,West Virginia,"","",Royalties,202.94
08/01/2020,State,State,State and local governments,Onshore,Onshore,Nebraska,"","",Sequestration,-68.3
08/01/2020,State,State,State and local governments,Onshore,Onshore,Nebraska,"","",Royalties,-23.63
08/01/2020,State,State,State and local governments,Onshore,Onshore,Nebraska,"","",Royalties,591.04
08/01/2020,State,State,State and local governments,Onshore,Onshore,Nebraska,"","",Other Distributions,510.23
08/01/2020,State,State,State and local governments,Onshore,Onshore,Nebraska,"","",Rents & Bonuses,80
08/01/2020,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Sequestration,-1916.09
08/01/2020,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Royalties,-662.78
08/01/2020,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Royalties,13018.51
08/01/2020,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Other Distributions,53.04
08/01/2020,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Rents & Bonuses,19314.00
08/01/2020,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Royalties,753.3
08/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Sequestration,-49013.84
08/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Royalties,-16953.94
08/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Royalties,465289.85
08/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Other Distributions,18.57
08/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Rents & Bonuses,2445.00
08/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Royalties,359508.60
08/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Other Distributions,29406.94
08/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Rents & Bonuses,-95609.62
08/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Royalties,86637.65
08/01/2020,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Sequestration,-2854.25
08/01/2020,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Royalties,-724.18
08/01/2020,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Other Distributions,936.42
08/01/2020,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Rents & Bonuses,1248.50
08/01/2020,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Other Distributions,118.7
08/01/2020,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Rents & Bonuses,32.06
08/01/2020,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Royalties,46764.01
08/01/2020,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Royalties,1.53
08/01/2020,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Sequestration,-561.3
08/01/2020,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Royalties,-194.16
08/01/2020,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Royalties,2316.89
08/01/2020,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Other Distributions,38.05
08/01/2020,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Rents & Bonuses,299.5
08/01/2020,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Royalties,7053.36
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Mississippi,"","",Royalties,37078.49
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Mississippi,"","",Royalties,2734.93
08/01/2020,State,State,State and local governments,Onshore,Onshore,Pennsylvania,"","",Other Distributions,-118.46
08/01/2020,State,State,State and local governments,Onshore,Onshore,Pennsylvania,"","",Royalties,118.46
08/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Sequestration,-23297.45
08/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Royalties,-8058.28
08/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Other Distributions,16.5
08/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Royalties,211.03
08/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Other Distributions,36.91
08/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Rents & Bonuses,30884.50
08/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Royalties,348777.61
08/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Other Distributions,-787.31
08/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Rents & Bonuses,23791.14
09/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Other Distributions,-756.56
09/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,-30354.10
09/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Other Distributions,811673.79
09/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Rents & Bonuses,217948.78
09/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,1356397.98
09/01/2020,State,State,State and local governments,Onshore,Onshore,Michigan,"","",Rents & Bonuses,4673.75
09/01/2020,State,State,State and local governments,Onshore,Onshore,Michigan,"","",Other Distributions,289.45
09/01/2020,State,State,State and local governments,Onshore,Onshore,Michigan,"","",Other Distributions,0.44
09/01/2020,State,State,State and local governments,Onshore,Onshore,Michigan,"","",Royalties,-58.31
09/01/2020,State,State,State and local governments,Onshore,Onshore,Michigan,"","",Sequestration,-450.43
09/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Royalties,5571017.96
09/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,49293.04
09/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,1097.22
09/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,6732.83
09/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,26931.29
09/01/2020,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,38.25
09/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,226.5
09/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,906
09/01/2020,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,160
09/01/2020,Fish & Wildlife,"",Other funds,Onshore,Onshore,"","","",Other Distributions,1302.12
09/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,193367.55
09/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,89503.70
09/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Rents & Bonuses,260037.74
09/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,773098.68
09/01/2020,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,380708.42
09/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,13713.10
09/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Rents & Bonuses,2781.50
09/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Other Distributions,9398.50
09/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,861421.07
09/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Other Distributions,-1412.82
09/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,1412.85
09/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Rents & Bonuses,55912.25
09/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Other Distributions,125689.09
09/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,4271.30
09/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Rents & Bonuses,160
09/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Rents & Bonuses,38.25
09/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Other Distributions,1132.50
09/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,33664.16
09/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,749469.05
09/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Rents & Bonuses,1080.00
09/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,720209.70
09/01/2020,Bureau of Safety & Environmental Enforcement,"",Other funds,Offshore,Offshore,"","","",Other Distributions,1028267.27
09/01/2020,Land & Water Conservation Fund,Land and Water Conservation Fund,Land and Water Conservation Fund,Offshore,Offshore,"","","",Royalties,866571539.29
09/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,6490324.89
09/01/2020,State,State,State and local governments,Onshore,Onshore,Virginia,"","",Sequestration,-51.7
09/01/2020,State,State,State and local governments,Onshore,Onshore,Virginia,"","",Other Distributions,-90.46
09/01/2020,State,State,State and local governments,Onshore,Onshore,Virginia,"","",Rents & Bonuses,-72.78
09/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Royalties,-52003.85
09/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Other Distributions,-37.56
09/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Royalties,24483.91
